Locations,Season,Leg,Longitude,Latitude
Narvik Stornaustet ,17,5,17.42726,68.4385
Narvik Skjomen Bridge ,17,5,17.27267,68.35505
Sandtorg Troms Harvika ,17,5,16.53158,68.68334
Narvik Ankenes Marina ,17,5,17.3807,68.42108
Narvik Station,17,6,17.44149,68.44156
Arlanda Airport ,17,6,17.92378,59.64976
Saint Petersburg Vasilievsky Island  Rostral Columns,17,6,30.3351,59.93428
Belozersky,17,6,37.38758,59.91789
Saint Petersburg Palace Square,17,6,30.31795,59.93912
Saint Petersburg Alexandrovskaya  Neighborhood Store ,17,6,30.3351,59.93428
Saint Petersburg Alexander Garden overlooking Saint Isaac's Cathedral ,17,6,30.3351,59.93428
Saint Petersburg Avtovo Circus ,17,7,30.26085,59.86724
Saint Petersburg Bank Bridge,17,7,30.26863,59.7977
Saint Petersburg 1 Vladimirsky Prospekt Tower,17,7,30.3351,59.93428
Saint Petersburg Church of the Savior on Blood,17,7,30.32875,59.94005
Saint Petersburg Peter and Paul Fortress  Gorodki Courts ,17,7,30.3351,59.93428
Saint Petersburg Peter and Paul Fortress  Naryshkin Bastion ,17,7,30.3351,59.93428
 Saint Petersburg Pulkovo Airport,17,8,30.26784,59.80291
Muscat Riyam Park  Burj Al Mubkharah,17,8,58.56877,23.62066
Al Hamra Jebel Shams ,17,8,31.13268,29.98831
Nizwa Stack of Books ,17,8,57.53333,22.93333
Muttrah Muttrah Souq,17,8,58.54539,23.58959
Muscat Al Alam Palace ,17,8,58.5947,23.61591
Muscat International Airport,17,9,58.28167,23.59278
Dhaka Sundarban Square Supermarket,17,9,90.41252,23.81033
Dhaka Dhaka Harbor ,17,9,90.41252,23.81033
Dhaka Sadarghat ,17,9,90.41605,23.70471
Dhaka Nazira Bazaar  Tekka Mistiri Rickshaw Garage ,17,9,90.41252,23.81033
Dhaka Lalbagh Fort ,17,9,90.38806,23.71903
Shahjalal International Airport ,17,10,90.40262,23.84661
Cheung Chau Islands District ,17,10,114.0298,22.20851
Cheung Chau Cheung Po Tsai Cave,17,10,114.0175,22.20029
 Cheung Chau Ferry Pier ,17,10,114.0283,22.20856
Jordan Majesty Chinese Restaurant ,17,10,114.172,22.30432
Tsim Sha Tsui Avenue of Stars  Statue of Bruce Lee,17,10,114.1728,22.29327
 Hong Kong Tramways or Aberdeen Aberdeen Harbour,17,10,114.1095,22.39643
Central Statue Square ,17,10,114.1598,22.28108
 Chek Lap Kok Hong Kong International Airport,17,11,113.9185,22.30805
Cheorwon Seungil Bridge,17,11,127.3132,38.14661
Dongducheon Camp Casey  ,17,11,127.0605,37.90341
Dongducheon Station ,17,11,127.0548,37.92757
Seoul Seoul World Cup Stadium,17,11,126.8991,37.56966
 Seoul Mokdong Ice Rink ,17,11,126.883,37.53051
Seoul Yeouido Hangang Park  Airplane Statue,17,11,126.978,37.56654
Seoul Temple of Heaven ,17,11,126.978,37.56654
 Seoul Incheon International Airport ,17,12,126.7945,37.55865
Long Beach Port of Long Beach  Pier J 266,17,12,-118.1917,33.74026
Pasadena Rose Bowl ,17,12,-118.1676,34.16133
Los Angeles Quixote Studios,17,12,-118.2437,34.05223
Beverly Hills Greystone Mansion ,17,12,-118.4011,34.09192
Palm Springs California ,18,1,-116.5453,33.8303
Los Angeles International Airport ,18,1,-118.4085,33.94159
 Mascot International railway station ,18,1,151.1432,-33.89398
 Sydney Circular Quay Wharf  ,18,1,151.2115,-33.86066
Manly ,18,1,151.2861,-33.79852
Manly ,18,1,151.2861,-33.79852
Manly Shelly Beach ,18,1,151.298,-33.80051
Sydney Town Hall ,18,2,151.2066,-33.8732
Sydney Airport ,18,2,151.1753,-33.93992
Broken Hill The Living Desert Reserve  ,18,2,141.4651,-31.95586
Broken Hill Central Football Club,18,2,141.4651,-31.95586
Broken Hill Intersection of Mercury St and Bismuth St,18,2,141.4453,-31.96362
Broken Hill Junction Mine ,18,2,141.4651,-31.95586
Broken Hill railway station,18,3,141.4668,-31.95954
Sydney Airport ,18,3,151.1753,-33.93992
Shibuya Rotating Parking Garage,18,3,139.6982,35.66404
Kamakura Tsurugaoka Hachimang  Yabusame Dojo ,18,3,139.5467,35.31923
Minamiashigara Daiyzan Station  Kintar Statue,18,3,139.0996,35.32071
 Minamiashigara Yuhi Falls or Madarame Farm,18,3,139.0996,35.32071
Kurihama Yokosuka Commodore Perry Monument Japanese ,18,3,139.7028,35.23002
Narita International Airport ,18,4,140.3929,35.77199
Kunming Railway Station ,18,4,102.7239,25.01341
Lijiang Lijiang Train Station,18,4,100.2524,26.81104
Kunming Wujiaba International Airport ,18,4,102.7435,24.99236
Lijiang Jade Dragon Mountain,18,4,100.175,27.09833
Lijiang Spruce Meadow ,18,4,100.2278,26.85505
Lijiang Old Town of Lijiang ,18,4,100.2359,26.8718
Lijiang Eternal Tower on Lion Hill ,18,4,100.2278,26.85505
Lijiang Train Station ,18,5,100.2524,26.81104
Kunming Dounan Flower Market,18,5,102.8329,24.8801
Kunming Golden Horse and Jade Cock Memorial Archway Chinese,18,5,102.8329,24.8801
 Kunming Yunnan Province Cultural Center ,18,5,103.2546,25.5664
Kunming Yunnan Province Cultural Center ,18,5,103.2546,25.5664
Shilin Yi Autonomous County Stone Forest  Lion Pavilion ,18,5,103.3292,24.81711
Cui Hu Park,18,5,102.7034,25.04656
Kunming Jin Fu Yi Zhan Tea Shop,18,6,102.8329,24.8801
Wujiaba International Airport ,18,6,102.7435,24.99236
Kolkata Town Hall ,18,6,88.34495,22.56789
Jorasanko Thakur Bari  Tiwari Tea Stall,18,6,88.39945,22.63293
 Kolkata Rakhal Paul and Sons statue shop ,18,6,88.3639,22.57265
Maidan  Fountain of Joy ,18,6,88.35021,22.5481
Netaji Subhash Chandra Bose International Airport ,18,7,88.44633,22.65204
Varanasi Tonga Stand ,18,7,82.97391,25.31765
Varanasi Tulsi Ghat  Swaminath Akhara,18,7,82.97391,25.31765
 Varanasi Ganges  Sakka Ghat ,18,7,82.97391,25.31765
Ramnagar Fort ,18,7,83.02439,25.26977
 Varanasi Airport ,18,8,82.85743,25.45219
Schollach Schallaburg Castle,18,8,15.35563,48.18786
Vienna Austrian National Library  Prunksaal,18,8,16.37382,48.20817
 Vienna Sigmund Freud Museum and University of Vienna,18,8,16.37382,48.20817
Salzburg Sternbrau Restaurant ,18,8,13.05501,47.80949
Salzburg Villa Trapp ,18,8,13.05501,47.80949
Salzburg Hauptbahnhof ,18,9,13.04561,47.81288
Schaanwald Liechtenstein   ,18,9,9.564209,47.21307
Balzers Gutenberg Castle,18,9,9.5001,47.0652
Sargans Switzerland ,18,9,9.440007,47.04761
Sargans railway station ,18,9,9.440007,47.04761
 Zermatt Restaurant Walliserkanne Zermatt ,18,9,7.749283,46.02072
Zermatt Hinterdorf ,18,9,7.747882,46.02082
Zermatt BergrestaurantMoos,18,9,7.749283,46.02072
Air Zermatt ,18,10,7.833916,46.30171
Matterhorn,18,10,7.658459,45.97642
 Riffelalp,18,10,7.754123,46.00489
Zermatt Le Petit Cervin ,18,10,7.732046,45.93857
Zermatt Chalet Gädi  Swiss Cabin ,18,10,7.928719,46.11061
Zermatt railway station,18,11,7.749283,46.02072
Zermatt railway station ,18,11,7.749283,46.02072
Zurich Airport ,18,11,8.555476,47.45822
 Rio de Janeiro Carioca Aqueduct ,18,11,-43.17995,-22.91304
Rio de Janeiro Largo de Sao Francisco de Paula,18,11,-43.18084,-22.90518
Copacabana Centro de Orientacao Profissional Salon,18,11,-43.18686,-22.96978
 Copacabana Avenida Atlantica ,18,11,-43.18099,-22.96935
Niteroi Praia de Boa Viagem ,18,11,-43.11522,-22.8859
 Galeao International Airport ,18,12,-43.24942,-22.81341
Virginia Key Rickenbacker Marina ,18,12,-80.15681,25.73996
Key Largo Jules' Undersea Lodge ,18,12,-80.44728,25.08652
Big Pine Key US 1 Mile Marker 29  Seacamp,18,12,-81.34652,24.67291
Orchid Horseshoe Island,18,12,-80.42727,27.78364
 Big Pine Key Seacamp ,18,12,-81.35397,24.66987
Knight's Key Old Seven Mile Bridge,18,12,-85.43589,43.07248
Pigeon Key Historic District ,18,12,-81.15511,24.70415
Hacienda Heights California United States  Hsi Lai Temple ,19,1,-117.9677,33.97569
Los Angeles International Airport ,19,1,-118.4085,33.94159
Taoyuan International Airport,19,1,121.2342,25.07965
 Taipei Confucius Temple ,19,1,121.5162,25.07276
Taipei Core Pacific City Mall ,19,1,121.5654,25.03297
Taipei Dajia Riverside Park Chinese,19,1,121.5654,25.03297
Taipei Martyrs' Shrine ,19,1,121.5331,25.07915
Taoyuan International Airport,19,2,121.2342,25.07965
Jakarta Gambir Station ,19,2,106.8306,-6.176656
Bukit Patuk Javanese Bukit Indah Restaurant  Hotel ,19,2,101.646,3.085882
Semanu Javanese Goa Jomblang  ,19,2,110.4396,-7.01397
 Yogyakarta Intersections near Yogyakarta's Kilometer Zero or Mal Malioboro Indonesian,19,2,110.3695,-7.79558
Yogyakarta 'Aisyiyah Orphanage,19,2,110.3695,-7.79558
Yogyakarta Kraton Ngayogyakarta Hadiningrat ,19,2,110.3695,-7.79558
Yogyakarta Fort Vredeburg,19,3,110.3695,-7.79558
Salakmalang ,19,3,112.5497,-8.003236
Magelang Borobudur  ,19,3,110.2038,-7.607874
 Yogyakarta Adisucipto International Airport ,19,4,110.4318,-7.787684
Phuket Nonthasak Marine ,19,4,98.39225,7.880448
Phuket Soap Island,19,4,98.39225,7.880448
 Phuket Koh Yao Noi Island,19,4,98.39225,7.880448
Koh Panyi Soccer Field ,19,4,98.50311,8.335668
Song Phraek Ton Pariwat Wildlife Conservation Area  Anda Adventures  ,19,5,98.55054,8.611238
Song Phraek Spirit house shop,19,5,99.13455,8.475833
Nop Pring Wat Chanathikaram ,19,5,98.52099,8.530635
Phuket Bus Terminal,19,5,98.39571,7.884163
Bangkok Noi District Bangkok Noi Canal at Wat Suwannaram Worawihan,19,5,100.4678,13.76592
Bangkok MR Kukrit Heritage House ,19,5,100.5018,13.75633
 Bangkok Suvarnabhumi Airport,19,6,100.7501,13.69
Lilongwe Limbe Tobacco Warehouse  Gate 7 ,19,6,33.78333,-13.98333
Lilongwe Memorial Tower,19,6,33.78333,-13.98333
 Lilongwe White Horse DeSign Tailor Shop or Lilongwe LEA School,19,6,33.78333,-13.98333
Mchesi Lilongwe RK Furniture Shop,19,6,33.78669,-13.99458
Kumbali Village ,19,6,33.78333,-13.98333
 Lilongwe Lilongwe Bus Station to Salima Salima Bus Terminal  ,19,7,33.78333,-13.98333
 Lake Malawi,19,7,34.68565,-11.67011
Chigumukile Village Jamaica Shop ,19,7,35.58219,-15.54139
Senga Bay Sunbird Livingstonia Beach ,19,7,34.6165,-13.75195
 Lilongwe Lilongwe Airport to Copenhagen Denmark  Copenhagen Airport,19,8,12.65076,55.61802
Copenhagen Church of Our Saviour,19,8,12.59421,55.67294
Hillerød Frederiksborg Palace ,19,8,12.30127,55.93497
Kongens Lyngby Frilandsmuseet ,19,8,12.49472,55.78832
Kongens Lyngby Karlstrup Windmill ,19,8,12.49494,55.76352
Copenhagen Larsens Plads  Havet Ship ,19,8,12.59634,55.68437
Legoland Billund,19,9,9.126805,55.73551
Hauptbahnhof,19,9,11.55997,48.13935
Brussels European Parliament Building,19,9,4.35171,50.85034
Brussels Concert Noble ,19,9,4.3736,50.84227
Brussels Parc Elisabeth French ,19,9,4.35171,50.85034
Lommel Ford Proving Grounds ,19,10,5.311006,51.23042
Ghent Burgstraat  Hoofdbrug ,19,10,3.717469,51.05634
Geraardsbergen Muur van Geraardsbergen,19,10,3.889109,50.77254
Brussels Atomium ,19,10,4.341547,50.89494
Brussels  metro station ,19,11,4.299529,50.82869
Amsterdam The Netherlands  Schiphol railway station ,19,11,4.895168,52.37022
Amsterdam Airport Schiphol,19,11,4.767424,52.30769
Chagres National Park ,19,11,-79.42538,9.429691
Chagres National Park ,19,11,-79.42538,9.429691
Panama City San Francisco Bay Towers ,19,11,-79.52245,8.976363
Casco Viejo Panama City,19,11,-79.53407,8.950826
 Casco Viejo El Mercado de Mariscos ,19,11,-79.51667,8.983333
Casco Viejo Cathedral Square ,19,11,-79.53771,8.970653
Casco Viejo Panama Viejo ,19,11,-79.53407,8.950826
 Tocumen International Airport,19,12,-79.38707,9.066977
Atlanta Flight Safety International,19,12,-84.42774,33.65697
Atlanta Margaret Mitchell House  Museum ,19,12,-84.38427,33.78145
Atlanta Turner Field,19,12,-84.38997,33.73481
Atlanta Swan House ,19,12,-84.38756,33.84043
"Santa Barbara, California ",20,1,-119.6982,34.42083
Los Angeles International Airport ,20,1,-118.4085,33.94159
Santa Barbara Road Sign,20,1,-119.6982,34.42083
Cafayate Aerodromo Gilberto Lavaque ,20,1,-65.93118,-26.06152
Cafayate Patios de Cafayate Winery ,20,1,-65.97605,-26.07308
Cafayate Town Square ,20,2,-65.97605,-26.07308
 Salta Salta Bus Terminal,20,2,-63.67238,-22.0091
Buenos Aires Mercado de Hacienda de Liniers ,20,2,-58.38159,-34.60372
Recoleta Plaza Juan XXIII ,20,2,-58.39056,-34.59056
Ministro Pistarini International Airport ,20,3,-58.53483,-34.815
Asuncion Metalurgica Punta de Rieles,20,3,-57.6351,-25.2822
 Asuncion Mercado Central de Abasto ,20,3,-57.57209,-25.32692
Asuncion Plaza de la Democracia ,20,3,-57.63487,-25.28328
Asuncion Escalinata de Antequera ,20,3,-57.6351,-25.2822
Silvio Pettirossi International Airport ,20,4,-57.51917,-25.23972
Lingotto  ,20,4,7.66661,45.03078
Museo Nazionale dell'Automobile,20,4,7.674175,45.03168
Mole Antonelliana,20,4,7.693235,45.06902
 Turin L'Arte Marmi ,20,4,7.670831,45.07259
Turin Piazza Castello,20,4,7.685223,45.07141
Torino Porta Nuova railway station,20,5,7.686856,45.07031
GarmischPartenkirchen Bavaria Germany  ,20,5,11.0955,47.49169
 Oberammergau Witch's house,20,5,11.07235,47.59566
Schwangau Neuschwanstein Castle,20,5,10.7498,47.55757
Fussen Bundesleistungszentrum ,20,5,10.70043,47.56965
Schwangau Horn Landhannes Farm ,20,5,10.73831,47.57785
Munich Airport,20,6,11.77503,48.35366
Baku Temple Ateshgah,20,6,49.86709,40.40926
Baku Saman Ot Bazary ,20,6,49.86709,40.40926
Baku Occupational Training International ,20,6,49.66005,40.44787
Baku Old Baku  Toghrul Karabakh Carpet Shop,20,6,49.86709,40.40926
 Baku Yail Bazaar Fruit market ,20,6,49.86709,40.40926
Baku Boulevard Esplanade Estakada ,20,6,49.86709,40.40926
Heydar Aliyev International Airport ,20,7,50.05219,40.46523
Arusha Airstrip ,20,7,36.62491,-3.367249
Ngorongoro Crater Soneto Village ,20,7,35.48778,-3.241544
Ngorongoro Crater Simba Campsite ,20,7,35.48778,-3.241544
Karatu Hillary Clington Shop ,20,8,35.66968,-3.345404
Karatu Jack Stelzer Pub ,20,8,35.66968,-3.345404
Karatu The Gem Gallery  Arts ,20,8,35.66968,-3.345404
Mto wa Mbu Margaret's Farm ,20,8,35.89069,-3.379748
Lake Manyara ,20,8,35.80618,-3.585602
Arusha Mount Meru Hotel,20,9,36.69441,-3.372301
Kilimanjaro International Airport ,20,9,37.07444,-3.429167
 Aluva Rajiv Gandhi Municipal Bus Terminal ,20,9,76.35104,10.10833
Kochi Indian Coffee House,20,9,76.95098,8.487927
 Kochi Dr Ambedkar Stadium or A2Z Driving School,20,9,76.2673,9.931233
Kochi Bolgatty Palace ,20,9,76.27623,9.982347
Chandiroor Daiva Vili Bhagvathi Kshetram ,20,10,76.3075,9.848056
Cherthala Mutharamman ,20,10,76.33374,9.68649
Pattanakkad Pattanacaud,20,10,76.31802,9.736694
Fort Kochi Ancient Tree ,20,10,76.24211,9.965779
 Vypin Cheena vala ,20,10,76.21315,10.0687
Cochin International Airport,20,11,76.39296,10.15178
Miyajima Hatsukaichi Itsukushima Shrine,20,11,132.3114,34.27966
Hiroshima Peace Memorial Park  ,20,11,132.4522,34.39282
Hiroshima Station,20,11,132.4758,34.3982
Osaka TV 8 Studio ,20,11,135.5157,34.74045
Osaka Umeda Sky Building  Floating Garden Observatory,20,11,135.5022,34.69374
 Osaka TenjinbashiSuji Strip mall ,20,11,135.5022,34.69374
Osaka Castle ,20,11,135.5262,34.68732
Kansai International Airport ,20,12,135.2304,34.432
Honolulu Mauka and Makai Waterfront Towers,20,12,-157.8583,21.30694
Honolulu Sand Island ,20,12,-157.8778,21.30644
North Shore of Oahu Beach,20,12,-80.69377,28.37493
Hakipuu Valley Coral Kingdom Gate ,20,12,-155.5828,19.89677
Waikane Secret Island ,20,12,-157.8475,21.50679
"Pasadena, California United States ",21,1,-118.1445,34.14778
Los Angeles International Airport ,21,1,-118.4085,33.94159
Shanghai Yuanshen Sports Centre Stadium ,21,1,121.536,31.23116
Shanghai Cui Ping Jiu Jia Restaurant ,21,1,121.4737,31.23042
Shanghai The Bund,21,1,121.4906,31.24026
Shanghai The Bund Signal Tower Chinese ,21,1,121.4737,31.23042
Pudong International Airport ,21,2,121.8059,31.15046
Bangkalan Madura Alunalun Stadium,21,2,112.745,-7.030691
Surabaya Genteng Kali Bridge,21,2,112.7462,-7.26205
 Surabaya Taman Ekspresi,21,2,112.6868,-7.275411
Surabaya Wijaya Motor Shop,21,2,112.7456,-7.26424
 Surabaya Tirta Maya Ice Factory and Pabean Fish Market or Pabean Fish Market,21,2,112.7456,-7.26424
Surabaya Pabean Market ,21,2,112.7456,-7.26424
Surabaya Antika Jaya Padang Restaurant ,21,3,112.7456,-7.26424
 Surabaya Gubeng Station,21,3,112.7518,-7.2654
 Bangil Alunalun,21,3,112.7846,-7.597135
Bangil ,21,3,112.7751,-7.604976
Bangil SMA Negeri ,21,3,112.7929,-7.583198
Shahjalal International Airport,21,4,90.40262,23.84661
Dhaka Rubel Model Auto Mobiles ,21,4,90.41252,23.81033
Dhaka Kawran Bazaar Shootkir Market ,21,4,90.41252,23.81033
Dhaka ,21,4,90.41252,23.81033
 Dhaka Keranigonj Kholamora,21,4,90.35365,23.70635
Old Dhaka Shyambazar Chan Mia Ghat ,21,4,88.36677,22.5986
Dhaka Jatrabari Boro Bazaar,21,5,90.41252,23.81033
Demra Ferry Ghat Road ,21,5,90.49441,23.72076
Tarabo Bazaar,21,5,90.48467,23.71688
Sonargaon Lok Shilpa Jadughar ,21,5,90.60135,23.64965
Shahjalal International Airport ,21,6,90.40262,23.84661
 Beyolu Istanbul Kabata Ferry Terminal ,21,6,28.99383,41.03366
Istanbul Spice Bazaar  Stall No 14,21,6,28.97696,41.00527
Ayasofya Hürrem Sultan Hamam,21,6,28.97883,41.00691
 Istanbul New Mosque,21,6,28.97696,41.00527
Istanbul Grand Bazaar ,21,6,28.97696,41.00527
Istanbul Kuruçeme Cemil Topuzlu Park  MV Savarona ,21,6,29.03475,41.05429
Ataturk Airport,21,7,28.81044,40.98299
Moscow Zurab Tsereteli Sculpture Park,21,7,37.6173,55.75583
Moscow Moskvoretsky Bridge,21,7,37.6173,55.75583
 Moscow Russian State Library or Trud sports complex,21,7,37.6173,55.75583
Moscow Luzhkov Bridge Russian  Trees of Love ,21,7,37.6173,55.75583
Moscow Bolshoi Theatre ,21,7,37.6173,55.75583
Moscow Timiryazev Agricultural Academy  Study Building 6  ,21,8,37.6173,55.75583
 Moscow National Hotel Russian,21,8,37.6133,55.7567
Moscow Sokolniki Park  Veranda Tantsev ,21,8,37.6173,55.75583
Sheremetyevo International Airport ,21,9,37.4125,55.97365
 Amsterdam Schiphol railway station ,21,9,4.895168,52.37022
 Amsterdam Magere Brug  Poffertjesboot ,21,9,4.902396,52.36359
Amsterdam Van Gogh Café,21,9,4.895168,52.37022
Amsterdam Museum Geelvinck ,21,9,4.894333,52.36385
Ransdorp Rural Village Field ,21,9,4.993593,52.39295
Ransdorp House of Rembrandt's Mistress ,21,9,4.993593,52.39295
El Prat Airport,21,10,2.083294,41.29745
 Palma Mallorca Port de Palma Catalan,21,10,2.635057,39.56138
Dalt Murada Palma Palma Cathedral,21,10,2.648239,39.56744
Manacor Centro de Alto Rendimiento ,21,10,-115.4822,32.59541
Cuevas de Campanet ,21,10,2.968478,39.79236
 Sa Pobla Windmill ,21,10,3.025078,39.76974
Palma Bellver Castle ,21,10,2.619354,39.56381
El Prat Airport,21,11,2.083294,41.29745
Gare de Saint Pierredes Corps,21,11,0.7235352,47.3861
Villandry Chateau de Villandry ,21,11,0.5143152,47.33985
Amboise Chateau d'Amboise  Chapel of SaintHubert,21,11,0.984407,47.41333
 Cheverny Chateau de Cheverny,21,11,1.458005,47.50021
Bourre La Cave des Roches French ,21,11,0.439419,47.26911
Chenonceaux Chateau de Chenonceau ,21,11,1.070301,47.32487
John F Kennedy International Airport,21,12,-73.77814,40.64131
Brooklyn Coney Island Boardwalk,21,12,-73.98529,40.57253
Brooklyn Brooklyn Navy Yard ,21,12,-73.97211,40.70029
Manhattan Lombardi's Pizza,21,12,-73.95972,40.79028
Manhattan United Nations Headquarters ,21,12,-73.96801,40.74888
Manhattan Gotham Hall ,21,12,-73.99233,40.72765
Griffith Observatory,22,1,-118.3004,34.11843
Los Angeles International Airport ,22,1,-118.4085,33.94159
Motu Piti ,22,1,-151.702,-16.52272
Motu Piti ,22,1,-151.702,-16.52272
Motu Toopua Hilton Bora Bora Nui ,22,2,-151.7693,-16.5192
 Motu Tapu  ,22,2,-151.7415,-16.50041
Mute Bora Bora Airport,22,3,-151.7525,-16.44361
Windwhistle Rakaia River Gorge ,22,3,171.7405,-43.58789
Methven Mount Hutt Station ,22,3,171.6397,-43.5797
Windwhistle Terrace Downs ,22,3,171.847,-43.5252
Christchurch International Airport,22,4,172.5369,-43.4864
Ubud Kenanga Terracotta Restaurant ,22,4,115.2633,-8.519268
Ubud Monkey Forest,22,4,115.2586,-8.518674
 Gianyar Ayung River ,22,4,115.2613,-8.508875
Badung Bukit Peninsula  Uluwatu Surf Beach,22,4,115.1667,-8.816667
 Badung Bukit Peninsula  Ketut's Surf Shop,22,4,115.1667,-8.816667
Badung Bukit Peninsula  Pura Luhur Uluwatu cliff ,22,4,115.1667,-8.816667
 Denpasar Ngurah Rai International Airport to Hanoi Vietnam  Noi Bai International Airport,22,5,115.1668,-8.746717
Hanoi Rp Cong nhan Theater Gallery 42 ,22,5,105.8342,21.02776
Hanoi Cong vien Thng Nht Vietnamese,22,5,105.8342,21.02776
 Hanoi Temple of Literature ,22,5,105.8364,21.02876
Hanoi Downed B52 at Hu Tip Lake Vietnamese ,22,5,105.8342,21.02776
Hanoi National Museum of Vietnamese History ,22,5,105.8342,21.02776
Hanoi Hair of the Dog Bar ,22,6,105.8342,21.02776
 Hanoi Noi Bai International Airport ,22,6,105.8042,21.21871
Maun Airport ,22,6,23.42818,-19.97558
Makgadikgadi Pans National Park ,22,6,24.80927,-20.45069
Makgadikgadi Pans National Park ,22,6,24.80927,-20.45069
Maun ,22,7,23.41667,-19.98333
 Maun ,22,7,23.41667,-19.98333
Maun Airport,22,8,23.42818,-19.97558
 Kloten Zurich Airport railway station ,22,8,8.562052,47.45233
 Kirche Grindelwald ,22,8,7.907882,46.59267
Grindelwald railway station ,22,8,8.030959,46.62489
Kleine Scheidegg ,22,8,7.946944,46.58806
 Kleine Scheidegg ,22,8,7.946944,46.58806
Jungfraujoch ,22,8,7.98353,46.54728
 Jungfraujoch ,22,8,7.98353,46.54728
Mount Eiger,22,8,8.005413,46.57752
Grindelwald Grund railway station,22,8,8.023329,46.62265
Grund Lutschine,22,8,7.882808,46.66238
Grindelwald Bodmi Snowboard and Ski School ,22,8,8.039199,46.62705
Interlaken West railway station ,22,9,7.86955,46.68738
" Basel,Switzerland ",22,9,7.597551,47.56744
Dresden Saxon State Ministry of Finance ,22,9,13.73726,51.05041
Berlin Brandenburg Gate,22,9,13.3777,52.51627
Berlin Park Inn Berlin,22,9,13.4129,52.52279
 Berlin Deutsches Technikmuseum ,22,9,13.37788,52.4987
Berlin Salon Zur Wilden Renate ,22,9,13.40495,52.52001
Berlin Kurfurstendamm  Joachimsthaler Platz German ,22,9,13.31069,52.50029
Tegel Airport,22,10,13.28844,52.55883
Longniddry Gosford House ,22,10,-2.878745,55.99713
Edinburgh Craigmillar Castle ,22,10,-3.140822,55.92567
Edinburgh Duddingston,22,10,-3.136022,55.94547
Duddingston Kirk ,22,10,-3.149149,55.94121
Edinburgh Old Town  Niddry Street South ,22,10,-3.187209,55.95024
Edinburgh Waverley railway station ,22,11,-3.189944,55.95196
 Stranraer Port ,22,11,-5.035632,54.8988
County Armagh Peatlands Park ,22,11,-6.612208,54.48309
Belfast Thanksgiving Square  Beacon of Hope,22,11,-5.93012,54.59729
 Belfast Titanic Quarter  Titanic Dock  Pump House or T13 Skatepark,22,11,-5.93012,54.59729
Belfast Ulster Hall ,22,11,-5.931206,54.59423
Port of Belfast,22,12,-5.906338,54.61719
Liverpool Lime Street railway station ,22,12,-2.97773,53.40732
Camden Euston Tap,22,12,-0.1588255,51.55171
London Heathrow Airport ,22,12,-0.4542955,51.47002
Washington DC Lincoln Memorial,22,12,-77.05018,38.88927
Washington DC 1100 Pennsylvania Avenue,22,12,-76.99151,38.88293
Washington DC Tidal Basin ,22,12,-77.03846,38.88408
Washington DC Nationals Park,22,12,-77.00743,38.87301
Washington DC Hains Point,22,12,-77.02236,38.8573
"Mount Vernon, Virginia ",22,12,-77.10739,38.72931
"Santa Clarita,California United States  ",23,1,-118.5426,34.39166
Los Angeles International Airport ,23,1,-118.4085,33.94159
Alto Hospicio ,23,1,-70.10471,-20.26848
Iquique ,23,1,-70.14222,-20.2167
Teatro Municipal de Iquique ,23,1,-70.15233,-20.21523
Iquique,23,2,-70.14222,-20.2167
Tarapaca Region Atacama Desert  Irlanda 3 road sign,23,2,-69.28775,-20.20288
 Tarapaca Region Atacama Desert  Mina de Sal Punta de Lobos,23,2,-69.28775,-20.20288
Santiago Terminal San Borja,23,2,-70.6803,-33.45302
Santiago Plaza de Armas,23,2,-70.65048,-33.43784
 Santiago Paseo Ahumada and Merced 738,23,2,-70.642,-33.46912
San Jose de Maipo Cascada de las Animas,23,2,-70.32229,-33.76402
San Jose de Maipo Cascada de las Animas ,23,2,-70.32229,-33.76402
 Santiago Comodoro Arturo Merino Benitez International Airport,23,3,-70.79357,-33.39673
Lisbon Martim Moniz Square,23,3,-9.136014,38.71562
Lisbon Miradouro das Portas do Sol Portuguese,23,3,-9.139337,38.72225
Lisbon National Coach Museum,23,3,-9.19975,38.69782
 Lisbon Fabrica Sant'Ana Ceramica Artistica ,23,3,-9.139337,38.72225
Lisbon Monsanto Forest Park  Clube ,23,3,-9.139337,38.72225
Sintra Castle of the Moors ,23,3,-9.389338,38.79256
Portela Airport ,23,4,-9.135367,38.77559
Lofoten Ferry Terminal,23,4,13.37419,68.07961
 Svolvaer L Bergs Sonner AS fish processor,23,4,14.57967,68.23431
Lofoten Explorer,23,4,13.37419,68.07961
Henningsvaer Bridge,23,4,14.21447,68.18115
Henningsvær ,23,4,14.20725,68.15419
Vestvagoy Viking Longhouse ,23,4,13.77076,68.24477
 Trondheim Havn ,23,5,10.38333,63.43333
Trondheim Airport ,23,5,10.9226,63.45827
Gdask Shipyard ,23,5,18.649,54.36055
Gdask Golden Gate,23,5,18.64664,54.35203
 Gdask Long Market,23,5,18.65404,54.34833
Gdask Medieval Harbor ,23,5,18.65749,54.35063
Gdask Przymorze's Falowiec ,23,5,18.59322,54.41703
Sopot Pier ,23,5,18.5735,54.447
 Gdask ,23,6,18.64664,54.35203
Vienna,23,6,16.37382,48.20817
 Vienna Ephesos Museum ,23,6,16.36499,48.20538
Vienna Donauturm ,23,6,16.40987,48.24034
Vienna Palais Augarten ,23,6,16.37382,48.20817
Vienna Schonbrunn Palace  Hedge maze,23,6,16.37382,48.20817
